Strain	Condition	u_strain	row	col	control	Trait	Value	conc
CB4856	ArsenicC15ISO48	CB4856_ArsenicC15ISO48_9_D_9_.48 µmol	D	9	EtOH	mean.norm.EXT	1.76924545431174	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_1_.48 µmol	E	1	EtOH	mean.norm.EXT	1.7156750390395	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_10_.48 µmol	E	10	EtOH	mean.norm.EXT	1.80798230366767	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_11_.48 µmol	E	11	EtOH	mean.norm.EXT	1.66240653446874	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_2_.48 µmol	E	2	EtOH	mean.norm.EXT	1.78230714834711	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_3_.48 µmol	E	3	EtOH	mean.norm.EXT	1.71730832434546	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_4_.48 µmol	E	4	EtOH	mean.norm.EXT	1.80203295971477	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_5_.48 µmol	E	5	EtOH	mean.norm.EXT	1.81233793101926	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_6_.48 µmol	E	6	EtOH	mean.norm.EXT	1.67142188545292	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_7_.48 µmol	E	7	EtOH	mean.norm.EXT	1.76453497955897	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_8_.48 µmol	E	8	EtOH	mean.norm.EXT	1.75393541587131	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_E_9_.48 µmol	E	9	EtOH	mean.norm.EXT	1.77070416036144	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_1_.48 µmol	F	1	EtOH	mean.norm.EXT	1.56538588185111	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_10_.48 µmol	F	10	EtOH	mean.norm.EXT	1.62745652442221	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_11_.48 µmol	F	11	EtOH	mean.norm.EXT	1.67266987700143	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_2_.48 µmol	F	2	EtOH	mean.norm.EXT	1.7796003624138	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_3_.48 µmol	F	3	EtOH	mean.norm.EXT	1.7069088823932	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_4_.48 µmol	F	4	EtOH	mean.norm.EXT	1.79325288311516	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_5_.48 µmol	F	5	EtOH	mean.norm.EXT	1.68033525452013	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_6_.48 µmol	F	6	EtOH	mean.norm.EXT	1.74617386892382	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_7_.48 µmol	F	7	EtOH	mean.norm.EXT	1.75764560304399	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_8_.48 µmol	F	8	EtOH	mean.norm.EXT	1.76192775310781	.48 µmol
ECA581	ArsenicC15ISO48	ECA581_ArsenicC15ISO48_9_F_9_.48 µmol	F	9	EtOH	mean.norm.EXT	1.70396127042609	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_G_11_.48 µmol	G	11	EtOH	mean.norm.EXT	1.29670982067939	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_G_2_.48 µmol	G	2	EtOH	mean.norm.EXT	1.41093901120316	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_G_3_.48 µmol	G	3	EtOH	mean.norm.EXT	1.4124233988082	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_G_4_.48 µmol	G	4	EtOH	mean.norm.EXT	1.41883657536226	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_G_5_.48 µmol	G	5	EtOH	mean.norm.EXT	1.46546780922994	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_G_8_.48 µmol	G	8	EtOH	mean.norm.EXT	1.45813786357496	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_G_9_.48 µmol	G	9	EtOH	mean.norm.EXT	1.46800187270111	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_H_1_.48 µmol	H	1	EtOH	mean.norm.EXT	1.38120689614753	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_H_10_.48 µmol	H	10	EtOH	mean.norm.EXT	1.44849698842353	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_H_11_.48 µmol	H	11	EtOH	mean.norm.EXT	1.36348203404737	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_H_2_.48 µmol	H	2	EtOH	mean.norm.EXT	1.50045053663408	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_H_3_.48 µmol	H	3	EtOH	mean.norm.EXT	1.55060823304871	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_H_6_.48 µmol	H	6	EtOH	mean.norm.EXT	1.33032141354568	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_H_7_.48 µmol	H	7	EtOH	mean.norm.EXT	1.46677156109406	.48 µmol
ECA590	ArsenicC15ISO48	ECA590_ArsenicC15ISO48_9_H_9_.48 µmol	H	9	EtOH	mean.norm.EXT	1.45419511789953	.48 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_1_.64 µmol	A	1	EtOH	mean.norm.EXT	1.57892343045052	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_10_.64 µmol	A	10	EtOH	mean.norm.EXT	1.66069423984382	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_11_.64 µmol	A	11	EtOH	mean.norm.EXT	1.61416372844605	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_2_.64 µmol	A	2	EtOH	mean.norm.EXT	1.57526196850035	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_3_.64 µmol	A	3	EtOH	mean.norm.EXT	1.57428635918535	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_4_.64 µmol	A	4	EtOH	mean.norm.EXT	1.64593184047154	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_5_.64 µmol	A	5	EtOH	mean.norm.EXT	1.59255638237139	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_6_.64 µmol	A	6	EtOH	mean.norm.EXT	1.57024604145567	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_7_.64 µmol	A	7	EtOH	mean.norm.EXT	1.41916682772908	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_8_.64 µmol	A	8	EtOH	mean.norm.EXT	1.6451351333766	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_A_9_.64 µmol	A	9	EtOH	mean.norm.EXT	1.64155043330993	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_1_.64 µmol	B	1	EtOH	mean.norm.EXT	1.58970310352441	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_10_.64 µmol	B	10	EtOH	mean.norm.EXT	1.64886093284349	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_11_.64 µmol	B	11	EtOH	mean.norm.EXT	1.64775040450692	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_2_.64 µmol	B	2	EtOH	mean.norm.EXT	1.62296943582417	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_3_.64 µmol	B	3	EtOH	mean.norm.EXT	1.62288888184748	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_4_.64 µmol	B	4	EtOH	mean.norm.EXT	1.57675740408125	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_5_.64 µmol	B	5	EtOH	mean.norm.EXT	1.62839767858185	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_6_.64 µmol	B	6	EtOH	mean.norm.EXT	1.68558557772082	.64 µmol
N2	ArsenicC15ISO64	N2_ArsenicC15ISO64_10_B_9_.64 µmol	B	9	EtOH	mean.norm.EXT	1.69132726035363	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_1_.64 µmol	C	1	EtOH	mean.norm.EXT	1.81248347038562	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_10_.64 µmol	C	10	EtOH	mean.norm.EXT	1.82359856865876	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_2_.64 µmol	C	2	EtOH	mean.norm.EXT	1.68499572004254	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_3_.64 µmol	C	3	EtOH	mean.norm.EXT	1.74071590659874	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_4_.64 µmol	C	4	EtOH	mean.norm.EXT	1.69952402600262	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_5_.64 µmol	C	5	EtOH	mean.norm.EXT	1.84266149927726	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_6_.64 µmol	C	6	EtOH	mean.norm.EXT	1.72451712385392	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_7_.64 µmol	C	7	EtOH	mean.norm.EXT	1.73150800785829	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_8_.64 µmol	C	8	EtOH	mean.norm.EXT	1.7105835676552	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_C_9_.64 µmol	C	9	EtOH	mean.norm.EXT	1.76092825203456	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_1_.64 µmol	D	1	EtOH	mean.norm.EXT	1.67292099420262	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_10_.64 µmol	D	10	EtOH	mean.norm.EXT	1.74893491107531	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_11_.64 µmol	D	11	EtOH	mean.norm.EXT	1.69293054818453	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_2_.64 µmol	D	2	EtOH	mean.norm.EXT	1.73009944828083	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_3_.64 µmol	D	3	EtOH	mean.norm.EXT	1.54578372477588	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_4_.64 µmol	D	4	EtOH	mean.norm.EXT	1.77739827210913	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_6_.64 µmol	D	6	EtOH	mean.norm.EXT	1.83665502659059	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_7_.64 µmol	D	7	EtOH	mean.norm.EXT	1.7392918356047	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_8_.64 µmol	D	8	EtOH	mean.norm.EXT	1.6810904772527	.64 µmol
CB4856	ArsenicC15ISO64	CB4856_ArsenicC15ISO64_10_D_9_.64 µmol	D	9	EtOH	mean.norm.EXT	1.70695242832472	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_1_.64 µmol	E	1	EtOH	mean.norm.EXT	1.69259831074946	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_11_.64 µmol	E	11	EtOH	mean.norm.EXT	1.81005478974816	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_2_.64 µmol	E	2	EtOH	mean.norm.EXT	1.77547907968862	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_3_.64 µmol	E	3	EtOH	mean.norm.EXT	1.7638571648593	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_4_.64 µmol	E	4	EtOH	mean.norm.EXT	1.55456764463762	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_5_.64 µmol	E	5	EtOH	mean.norm.EXT	1.62957135617617	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_6_.64 µmol	E	6	EtOH	mean.norm.EXT	1.75613512762377	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_7_.64 µmol	E	7	EtOH	mean.norm.EXT	1.67295635144449	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_8_.64 µmol	E	8	EtOH	mean.norm.EXT	1.73393459290063	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_E_9_.64 µmol	E	9	EtOH	mean.norm.EXT	1.69727979682439	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_1_.64 µmol	F	1	EtOH	mean.norm.EXT	1.70188565519507	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_10_.64 µmol	F	10	EtOH	mean.norm.EXT	1.63319618894133	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_11_.64 µmol	F	11	EtOH	mean.norm.EXT	1.68636463203302	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_2_.64 µmol	F	2	EtOH	mean.norm.EXT	1.68413099423531	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_4_.64 µmol	F	4	EtOH	mean.norm.EXT	1.72131744280317	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_5_.64 µmol	F	5	EtOH	mean.norm.EXT	1.83710599132854	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_6_.64 µmol	F	6	EtOH	mean.norm.EXT	1.73349601775717	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_7_.64 µmol	F	7	EtOH	mean.norm.EXT	1.75647092598717	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_8_.64 µmol	F	8	EtOH	mean.norm.EXT	1.5401067288524	.64 µmol
ECA581	ArsenicC15ISO64	ECA581_ArsenicC15ISO64_10_F_9_.64 µmol	F	9	EtOH	mean.norm.EXT	1.73808940266101	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_10_.64 µmol	G	10	EtOH	mean.norm.EXT	1.3502516401225	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_11_.64 µmol	G	11	EtOH	mean.norm.EXT	1.46577631208774	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_2_.64 µmol	G	2	EtOH	mean.norm.EXT	1.58574480034501	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_3_.64 µmol	G	3	EtOH	mean.norm.EXT	1.50594544719825	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_4_.64 µmol	G	4	EtOH	mean.norm.EXT	1.43401573048581	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_5_.64 µmol	G	5	EtOH	mean.norm.EXT	1.60052894726483	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_6_.64 µmol	G	6	EtOH	mean.norm.EXT	1.39990639331543	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_7_.64 µmol	G	7	EtOH	mean.norm.EXT	1.53917595359586	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_8_.64 µmol	G	8	EtOH	mean.norm.EXT	1.39865960698676	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_G_9_.64 µmol	G	9	EtOH	mean.norm.EXT	1.43472203018214	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_1_.64 µmol	H	1	EtOH	mean.norm.EXT	1.59210134161022	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_10_.64 µmol	H	10	EtOH	mean.norm.EXT	1.50963936835524	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_11_.64 µmol	H	11	EtOH	mean.norm.EXT	1.51092756281436	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_2_.64 µmol	H	2	EtOH	mean.norm.EXT	1.47905733673071	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_3_.64 µmol	H	3	EtOH	mean.norm.EXT	1.54518485697262	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_4_.64 µmol	H	4	EtOH	mean.norm.EXT	1.36108509668167	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_5_.64 µmol	H	5	EtOH	mean.norm.EXT	1.40816206974378	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_6_.64 µmol	H	6	EtOH	mean.norm.EXT	1.43829143705184	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_7_.64 µmol	H	7	EtOH	mean.norm.EXT	1.5038533536818	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_8_.64 µmol	H	8	EtOH	mean.norm.EXT	1.42205480705444	.64 µmol
ECA590	ArsenicC15ISO64	ECA590_ArsenicC15ISO64_10_H_9_.64 µmol	H	9	EtOH	mean.norm.EXT	1.48403749887551	.64 µmol
N2	C15ISO100	N2_C15ISO100_11_A_1_1 µmol	A	1	EtOH	mean.norm.EXT	1.92341488755582	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_10_1 µmol	A	10	EtOH	mean.norm.EXT	1.90277945942123	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_2_1 µmol	A	2	EtOH	mean.norm.EXT	1.86301485690241	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_3_1 µmol	A	3	EtOH	mean.norm.EXT	1.8685430140657	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_4_1 µmol	A	4	EtOH	mean.norm.EXT	1.83465496879101	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_5_1 µmol	A	5	EtOH	mean.norm.EXT	1.93182063018819	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_6_1 µmol	A	6	EtOH	mean.norm.EXT	1.92620737771676	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_7_1 µmol	A	7	EtOH	mean.norm.EXT	1.93793773069974	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_8_1 µmol	A	8	EtOH	mean.norm.EXT	1.87144130140754	1 µmol
N2	C15ISO100	N2_C15ISO100_11_A_9_1 µmol	A	9	EtOH	mean.norm.EXT	1.89444139813648	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_1_1 µmol	B	1	EtOH	mean.norm.EXT	2.03094231660645	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_10_1 µmol	B	10	EtOH	mean.norm.EXT	1.90311922500972	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_11_1 µmol	B	11	EtOH	mean.norm.EXT	1.92867773928753	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_2_1 µmol	B	2	EtOH	mean.norm.EXT	1.92137558575888	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_3_1 µmol	B	3	EtOH	mean.norm.EXT	2.03643490152835	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_4_1 µmol	B	4	EtOH	mean.norm.EXT	1.98147860590027	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_5_1 µmol	B	5	EtOH	mean.norm.EXT	1.88786589579433	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_6_1 µmol	B	6	EtOH	mean.norm.EXT	1.96903372556516	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_7_1 µmol	B	7	EtOH	mean.norm.EXT	1.89423261285634	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_8_1 µmol	B	8	EtOH	mean.norm.EXT	1.8935138306475	1 µmol
N2	C15ISO100	N2_C15ISO100_11_B_9_1 µmol	B	9	EtOH	mean.norm.EXT	1.95541929976241	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_1_1 µmol	C	1	EtOH	mean.norm.EXT	2.01118010191371	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_10_1 µmol	C	10	EtOH	mean.norm.EXT	1.95386683383345	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_11_1 µmol	C	11	EtOH	mean.norm.EXT	1.97248081853183	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_2_1 µmol	C	2	EtOH	mean.norm.EXT	1.97288333484288	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_3_1 µmol	C	3	EtOH	mean.norm.EXT	2.1075560790293	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_4_1 µmol	C	4	EtOH	mean.norm.EXT	2.08377024203982	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_5_1 µmol	C	5	EtOH	mean.norm.EXT	2.13252504828556	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_6_1 µmol	C	6	EtOH	mean.norm.EXT	2.12541396536357	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_7_1 µmol	C	7	EtOH	mean.norm.EXT	1.96792991996722	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_8_1 µmol	C	8	EtOH	mean.norm.EXT	1.90360285374577	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_C_9_1 µmol	C	9	EtOH	mean.norm.EXT	2.05867675558774	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_1_1 µmol	D	1	EtOH	mean.norm.EXT	2.07568648321967	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_10_1 µmol	D	10	EtOH	mean.norm.EXT	1.96163263760838	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_11_1 µmol	D	11	EtOH	mean.norm.EXT	1.94627590188953	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_2_1 µmol	D	2	EtOH	mean.norm.EXT	1.96923117226595	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_3_1 µmol	D	3	EtOH	mean.norm.EXT	1.98985063116883	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_4_1 µmol	D	4	EtOH	mean.norm.EXT	2.07428344793628	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_5_1 µmol	D	5	EtOH	mean.norm.EXT	2.0050751779172	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_6_1 µmol	D	6	EtOH	mean.norm.EXT	1.94953031227426	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_7_1 µmol	D	7	EtOH	mean.norm.EXT	2.09823546635878	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_8_1 µmol	D	8	EtOH	mean.norm.EXT	1.94593975123038	1 µmol
CB4856	C15ISO100	CB4856_C15ISO100_11_D_9_1 µmol	D	9	EtOH	mean.norm.EXT	2.07909988613383	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_1_1 µmol	E	1	EtOH	mean.norm.EXT	1.89948898145264	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_10_1 µmol	E	10	EtOH	mean.norm.EXT	1.86352988169032	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_11_1 µmol	E	11	EtOH	mean.norm.EXT	1.72889209335103	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_3_1 µmol	E	3	EtOH	mean.norm.EXT	1.80203230623717	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_4_1 µmol	E	4	EtOH	mean.norm.EXT	1.90709599434546	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_5_1 µmol	E	5	EtOH	mean.norm.EXT	1.83592213177734	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_6_1 µmol	E	6	EtOH	mean.norm.EXT	1.91752616034615	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_7_1 µmol	E	7	EtOH	mean.norm.EXT	2.00679113837778	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_8_1 µmol	E	8	EtOH	mean.norm.EXT	1.91400387720864	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_E_9_1 µmol	E	9	EtOH	mean.norm.EXT	1.83117948476932	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_1_1 µmol	F	1	EtOH	mean.norm.EXT	1.83181565447416	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_10_1 µmol	F	10	EtOH	mean.norm.EXT	1.79584888751768	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_11_1 µmol	F	11	EtOH	mean.norm.EXT	1.87519396954069	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_2_1 µmol	F	2	EtOH	mean.norm.EXT	1.91593513513091	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_3_1 µmol	F	3	EtOH	mean.norm.EXT	1.83951275216142	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_4_1 µmol	F	4	EtOH	mean.norm.EXT	1.93933085726032	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_5_1 µmol	F	5	EtOH	mean.norm.EXT	1.91627967770044	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_6_1 µmol	F	6	EtOH	mean.norm.EXT	1.89869188071266	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_7_1 µmol	F	7	EtOH	mean.norm.EXT	1.88686628479904	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_8_1 µmol	F	8	EtOH	mean.norm.EXT	1.97457588746799	1 µmol
ECA581	C15ISO100	ECA581_C15ISO100_11_F_9_1 µmol	F	9	EtOH	mean.norm.EXT	1.90411425864637	1 µmol
ECA590	C15ISO100	ECA590_C15ISO100_11_G_1_1 µmol	G	1	EtOH	mean.norm.EXT	2.01257179773814	1 µmol
